feature,gain,split,category
V13_lag_5,0.0,0.0,lag_derived
S6_lag_14,0.0,0.0,lag_derived
S6_lag_20,0.0,0.0,lag_derived
M12_lag_1,0.0,0.0,lag_derived
M12_lag_3,0.0,0.0,lag_derived
M9_lag_5,0.0,0.0,lag_derived
M9_lag_3,0.0,0.0,lag_derived
M9_lag_1,0.0,0.0,lag_derived
P2_lag_20,0.0,0.0,lag_derived
P2_lag_14,0.0,0.0,lag_derived
P2_lag_7,0.0,0.0,lag_derived
P2_lag_5,0.0,0.0,lag_derived
P2_lag_3,0.0,0.0,lag_derived
P2_lag_1,0.0,0.0,lag_derived
P5_lag_20,0.0,0.0,lag_derived
P5_lag_14,0.0,0.0,lag_derived
P5_lag_7,0.0,0.0,lag_derived
P5_lag_5,0.0,0.0,lag_derived
P5_lag_3,0.0,0.0,lag_derived
P5_lag_1,0.0,0.0,lag_derived
P8_lag_20,0.0,0.0,lag_derived
P8_lag_14,0.0,0.0,lag_derived
P8_lag_7,0.0,0.0,lag_derived
P8_lag_5,0.0,0.0,lag_derived
P8_lag_3,0.0,0.0,lag_derived
P8_lag_1,0.0,0.0,lag_derived
M12_lag_20,0.0,0.0,lag_derived
M12_lag_14,0.0,0.0,lag_derived
M12_lag_7,0.0,0.0,lag_derived
M12_lag_5,0.0,0.0,lag_derived
D6_roll20_std,0.0,0.0,other
D6_roll60_mean,0.0,0.0,other
M13_roll20_mean,0.0,0.0,other
P4_roll20_max,0.0,0.0,other
P1_roll10_max,0.0,0.0,other
P1_roll10_std,0.0,0.0,other
P1_roll10_mean,0.0,0.0,other
P1_roll6_max,0.0,0.0,other
P1_roll6_std,0.0,0.0,other
P1_roll6_mean,0.0,0.0,other
P1_roll3_max,0.0,0.0,other
P1_roll3_std,0.0,0.0,other
P1_roll3_mean,0.0,0.0,other
P4_roll60_max,0.0,0.0,other
P4_roll60_std,0.0,0.0,other
P4_roll60_mean,0.0,0.0,other
P4_roll20_std,0.0,0.0,other
P1_roll20_std,0.0,0.0,other
P4_roll20_mean,0.0,0.0,other
P4_roll10_max,0.0,0.0,other
P4_roll10_std,0.0,0.0,other
P4_roll10_mean,0.0,0.0,other
P4_roll6_max,0.0,0.0,other
P4_roll6_std,0.0,0.0,other
P4_roll6_mean,0.0,0.0,other
P4_roll3_max,0.0,0.0,other
P4_roll3_std,0.0,0.0,other
P4_roll3_mean,0.0,0.0,other
E16_roll60_max,0.0,0.0,other
E16_roll60_std,0.0,0.0,other
P1_roll20_mean,0.0,0.0,other
P1_roll20_max,0.0,0.0,other
E16_roll20_max,0.0,0.0,other
S12_roll20_max,0.0,0.0,other
V6_roll10_max,0.0,0.0,other
V6_roll10_std,0.0,0.0,other
V6_roll10_mean,0.0,0.0,other
V6_roll6_max,0.0,0.0,other
V6_roll6_std,0.0,0.0,other
V6_roll6_mean,0.0,0.0,other
V6_roll3_max,0.0,0.0,other
V6_roll3_std,0.0,0.0,other
V6_roll3_mean,0.0,0.0,other
S12_roll60_max,0.0,0.0,other
S12_roll60_std,0.0,0.0,other
S12_roll60_mean,0.0,0.0,other
S12_roll20_std,0.0,0.0,other
P1_roll60_mean,0.0,0.0,other
S12_roll20_mean,0.0,0.0,other
S12_roll10_max,0.0,0.0,other
S12_roll10_std,0.0,0.0,other
S12_roll10_mean,0.0,0.0,other
S12_roll6_max,0.0,0.0,other
S12_roll6_std,0.0,0.0,other
S12_roll6_mean,0.0,0.0,other
S12_roll3_max,0.0,0.0,other
S12_roll3_std,0.0,0.0,other
S12_roll3_mean,0.0,0.0,other
P1_roll60_max,0.0,0.0,other
P1_roll60_std,0.0,0.0,other
E16_roll60_mean,0.0,0.0,other
E16_roll20_std,0.0,0.0,other
V6_roll20_std,0.0,0.0,other
P5_roll20_max,0.0,0.0,other
P2_roll10_max,0.0,0.0,other
P2_roll10_std,0.0,0.0,other
P2_roll10_mean,0.0,0.0,other
P2_roll6_max,0.0,0.0,other
P2_roll6_std,0.0,0.0,other
P2_roll6_mean,0.0,0.0,other
P2_roll3_max,0.0,0.0,other
P2_roll3_std,0.0,0.0,other
P2_roll3_mean,0.0,0.0,other
P5_roll60_max,0.0,0.0,other
P5_roll60_std,0.0,0.0,other
P5_roll60_mean,0.0,0.0,other
P5_roll20_std,0.0,0.0,other
P2_roll20_std,0.0,0.0,other
P5_roll20_mean,0.0,0.0,other
P5_roll10_max,0.0,0.0,other
P5_roll10_std,0.0,0.0,other
P5_roll10_mean,0.0,0.0,other
P5_roll6_max,0.0,0.0,other
P5_roll6_std,0.0,0.0,other
P5_roll6_mean,0.0,0.0,other
P5_roll3_max,0.0,0.0,other
P5_roll3_std,0.0,0.0,other
P5_roll3_mean,0.0,0.0,other
P8_roll60_max,0.0,0.0,other
P8_roll60_std,0.0,0.0,other
P2_roll20_mean,0.0,0.0,other
P2_roll20_max,0.0,0.0,other
E16_roll20_mean,0.0,0.0,other
M9_roll20_max,0.0,0.0,other
E16_roll10_max,0.0,0.0,other
E16_roll10_std,0.0,0.0,other
E16_roll10_mean,0.0,0.0,other
E16_roll6_max,0.0,0.0,other
E16_roll6_std,0.0,0.0,other
E16_roll6_mean,0.0,0.0,other
E16_roll3_max,0.0,0.0,other
E16_roll3_std,0.0,0.0,other
E16_roll3_mean,0.0,0.0,other
M9_roll60_max,0.0,0.0,other
M9_roll60_std,0.0,0.0,other
M9_roll60_mean,0.0,0.0,other
M9_roll20_std,0.0,0.0,other
P2_roll60_mean,0.0,0.0,other
M9_roll20_mean,0.0,0.0,other
M9_roll10_max,0.0,0.0,other
M9_roll10_std,0.0,0.0,other
M9_roll10_mean,0.0,0.0,other
M9_roll6_max,0.0,0.0,other
M9_roll6_std,0.0,0.0,other
M9_roll6_mean,0.0,0.0,other
M9_roll3_max,0.0,0.0,other
M9_roll3_std,0.0,0.0,other
M9_roll3_mean,0.0,0.0,other
P2_roll60_max,0.0,0.0,other
P2_roll60_std,0.0,0.0,other
V6_roll20_mean,0.0,0.0,other
V6_roll20_max,0.0,0.0,other
D6_roll60_std,0.0,0.0,other
E4_roll20_max,0.0,0.0,other
E20_roll10_max,0.0,0.0,other
E20_roll10_std,0.0,0.0,other
E20_roll10_mean,0.0,0.0,other
E20_roll6_max,0.0,0.0,other
E20_roll6_std,0.0,0.0,other
E20_roll6_mean,0.0,0.0,other
E20_roll3_max,0.0,0.0,other
E20_roll3_std,0.0,0.0,other
E20_roll3_mean,0.0,0.0,other
E4_roll60_max,0.0,0.0,other
E4_roll60_std,0.0,0.0,other
E4_roll60_mean,0.0,0.0,other
E4_roll20_std,0.0,0.0,other
E20_roll20_std,0.0,0.0,other
E4_roll20_mean,0.0,0.0,other
E4_roll10_max,0.0,0.0,other
E4_roll10_std,0.0,0.0,other
E4_roll10_mean,0.0,0.0,other
E4_roll6_max,0.0,0.0,other
E4_roll6_std,0.0,0.0,other
E4_roll6_mean,0.0,0.0,other
E4_roll3_max,0.0,0.0,other
E4_roll3_std,0.0,0.0,other
E4_roll3_mean,0.0,0.0,other
M15_roll60_max,0.0,0.0,other
M15_roll60_std,0.0,0.0,other
E20_roll20_mean,0.0,0.0,other
E20_roll20_max,0.0,0.0,other
M15_roll20_max,0.0,0.0,other
E10_roll20_max,0.0,0.0,other
M13_roll10_max,0.0,0.0,other
M13_roll10_std,0.0,0.0,other
M13_roll10_mean,0.0,0.0,other
M13_roll6_max,0.0,0.0,other
M13_roll6_std,0.0,0.0,other
M13_roll6_mean,0.0,0.0,other
M13_roll3_max,0.0,0.0,other
M13_roll3_std,0.0,0.0,other
M13_roll3_mean,0.0,0.0,other
E10_roll60_max,0.0,0.0,other
E10_roll60_std,0.0,0.0,other
E10_roll60_mean,0.0,0.0,other
E10_roll20_std,0.0,0.0,other
E20_roll60_mean,0.0,0.0,other
E10_roll20_mean,0.0,0.0,other
E10_roll10_max,0.0,0.0,other
E10_roll10_std,0.0,0.0,other
E10_roll10_mean,0.0,0.0,other
E10_roll6_max,0.0,0.0,other
E10_roll6_std,0.0,0.0,other
E10_roll6_mean,0.0,0.0,other
E10_roll3_max,0.0,0.0,other
E10_roll3_std,0.0,0.0,other
E10_roll3_mean,0.0,0.0,other
E20_roll60_max,0.0,0.0,other
E20_roll60_std,0.0,0.0,other
M15_roll60_mean,0.0,0.0,other
M15_roll20_std,0.0,0.0,other
V6_roll60_mean,0.0,0.0,other
M17_roll20_max,0.0,0.0,other
S8_roll10_max,0.0,0.0,other
S8_roll10_std,0.0,0.0,other
S8_roll10_mean,0.0,0.0,other
S8_roll6_max,0.0,0.0,other
S8_roll6_std,0.0,0.0,other
S8_roll6_mean,0.0,0.0,other
S8_roll3_max,0.0,0.0,other
S8_roll3_std,0.0,0.0,other
S8_roll3_mean,0.0,0.0,other
M17_roll60_max,0.0,0.0,other
M17_roll60_std,0.0,0.0,other
M17_roll60_mean,0.0,0.0,other
M17_roll20_std,0.0,0.0,other
S8_roll20_std,0.0,0.0,other
M17_roll20_mean,0.0,0.0,other
M17_roll10_max,0.0,0.0,other
M17_roll10_std,0.0,0.0,other
M17_roll10_mean,0.0,0.0,other
M17_roll6_max,0.0,0.0,other
M17_roll6_std,0.0,0.0,other
M17_roll6_mean,0.0,0.0,other
M17_roll3_max,0.0,0.0,other
M17_roll3_std,0.0,0.0,other
M17_roll3_mean,0.0,0.0,other
V6_roll60_max,0.0,0.0,other
V6_roll60_std,0.0,0.0,other
S8_roll20_mean,0.0,0.0,other
S8_roll20_max,0.0,0.0,other
M15_roll20_mean,0.0,0.0,other
V2_roll20_max,0.0,0.0,other
M15_roll10_max,0.0,0.0,other
M15_roll10_std,0.0,0.0,other
M15_roll10_mean,0.0,0.0,other
M15_roll6_max,0.0,0.0,other
M15_roll6_std,0.0,0.0,other
M15_roll6_mean,0.0,0.0,other
M15_roll3_max,0.0,0.0,other
M15_roll3_std,0.0,0.0,other
M15_roll3_mean,0.0,0.0,other
V2_roll60_max,0.0,0.0,other
V2_roll60_std,0.0,0.0,other
V2_roll60_mean,0.0,0.0,other
V2_roll20_std,0.0,0.0,other
S8_roll60_mean,0.0,0.0,other
V2_roll20_mean,0.0,0.0,other
V2_roll10_max,0.0,0.0,other
V2_roll10_std,0.0,0.0,other
V2_roll10_mean,0.0,0.0,other
V2_roll6_max,0.0,0.0,other
V2_roll6_std,0.0,0.0,other
V2_roll6_mean,0.0,0.0,other
V2_roll3_max,0.0,0.0,other
V2_roll3_std,0.0,0.0,other
V2_roll3_mean,0.0,0.0,other
S8_roll60_max,0.0,0.0,other
S8_roll60_std,0.0,0.0,other
P8_roll60_mean,0.0,0.0,other
P8_roll20_max,0.0,0.0,other
P8_roll20_std,0.0,0.0,other
M11_roll60_mean,0.0,0.0,other
M7_roll20_mean,0.0,0.0,other
M7_roll10_max,0.0,0.0,other
M7_roll10_std,0.0,0.0,other
M7_roll10_mean,0.0,0.0,other
M7_roll6_max,0.0,0.0,other
M7_roll6_std,0.0,0.0,other
M7_roll6_mean,0.0,0.0,other
M7_roll3_max,0.0,0.0,other
M7_roll3_std,0.0,0.0,other
M7_roll3_mean,0.0,0.0,other
M11_roll60_max,0.0,0.0,other
M11_roll60_std,0.0,0.0,other
M11_roll20_max,0.0,0.0,other
M7_roll20_max,0.0,0.0,other
M11_roll20_std,0.0,0.0,other
M11_roll20_mean,0.0,0.0,other
M11_roll10_max,0.0,0.0,other
M11_roll10_std,0.0,0.0,other
M11_roll10_mean,0.0,0.0,other
M11_roll6_max,0.0,0.0,other
M11_roll6_std,0.0,0.0,other
M11_roll6_mean,0.0,0.0,other
M11_roll3_max,0.0,0.0,other
M11_roll3_std,0.0,0.0,other
M11_roll3_mean,0.0,0.0,other
V3_roll60_max,0.0,0.0,other
M7_roll20_std,0.0,0.0,other
M7_roll60_mean,0.0,0.0,other
V3_roll60_mean,0.0,0.0,other
M4_roll60_mean,0.0,0.0,other
S7_roll20_mean,0.0,0.0,other
S7_roll10_max,0.0,0.0,other
S7_roll10_std,0.0,0.0,other
S7_roll10_mean,0.0,0.0,other
S7_roll6_max,0.0,0.0,other
S7_roll6_std,0.0,0.0,other
S7_roll6_mean,0.0,0.0,other
S7_roll3_max,0.0,0.0,other
S7_roll3_std,0.0,0.0,other
S7_roll3_mean,0.0,0.0,other
M4_roll60_max,0.0,0.0,other
M4_roll60_std,0.0,0.0,other
M4_roll20_max,0.0,0.0,other
M7_roll60_std,0.0,0.0,other
M4_roll20_std,0.0,0.0,other
M4_roll20_mean,0.0,0.0,other
M4_roll10_max,0.0,0.0,other
M4_roll10_std,0.0,0.0,other
M4_roll10_mean,0.0,0.0,other
M4_roll6_max,0.0,0.0,other
M4_roll6_std,0.0,0.0,other
M4_roll6_mean,0.0,0.0,other
M4_roll3_max,0.0,0.0,other
M4_roll3_std,0.0,0.0,other
M4_roll3_mean,0.0,0.0,other
M7_roll60_max,0.0,0.0,other
V3_roll60_std,0.0,0.0,other
V3_roll20_max,0.0,0.0,other
P8_roll20_mean,0.0,0.0,other
P3_roll60_mean,0.0,0.0,other
M8_roll20_mean,0.0,0.0,other
M8_roll10_max,0.0,0.0,other
M8_roll10_std,0.0,0.0,other
M8_roll10_mean,0.0,0.0,other
M8_roll6_max,0.0,0.0,other
M8_roll6_std,0.0,0.0,other
M8_roll6_mean,0.0,0.0,other
M8_roll3_max,0.0,0.0,other
M8_roll3_std,0.0,0.0,other
M8_roll3_mean,0.0,0.0,other
P3_roll60_max,0.0,0.0,other
P3_roll60_std,0.0,0.0,other
P3_roll20_max,0.0,0.0,other
M8_roll20_max,0.0,0.0,other
P3_roll20_std,0.0,0.0,other
P3_roll20_mean,0.0,0.0,other
P3_roll10_max,0.0,0.0,other
P3_roll10_std,0.0,0.0,other
P3_roll10_mean,0.0,0.0,other
P3_roll6_max,0.0,0.0,other
P3_roll6_std,0.0,0.0,other
P3_roll6_mean,0.0,0.0,other
P3_roll3_max,0.0,0.0,other
P3_roll3_std,0.0,0.0,other
P3_roll3_mean,0.0,0.0,other
D6_roll60_max,0.0,0.0,other
M8_roll20_std,0.0,0.0,other
M8_roll60_mean,0.0,0.0,other
V3_roll20_std,0.0,0.0,other
S5_roll60_mean,0.0,0.0,other
V3_roll20_mean,0.0,0.0,other
V3_roll10_max,0.0,0.0,other
V3_roll10_std,0.0,0.0,other
V3_roll10_mean,0.0,0.0,other
V3_roll6_max,0.0,0.0,other
V3_roll6_std,0.0,0.0,other
V3_roll6_mean,0.0,0.0,other
V3_roll3_max,0.0,0.0,other
V3_roll3_std,0.0,0.0,other
V3_roll3_mean,0.0,0.0,other
S5_roll60_max,0.0,0.0,other
S5_roll60_std,0.0,0.0,other
S5_roll20_max,0.0,0.0,other
M8_roll60_std,0.0,0.0,other
S5_roll20_std,0.0,0.0,other
S5_roll20_mean,0.0,0.0,other
S5_roll10_max,0.0,0.0,other
S5_roll10_std,0.0,0.0,other
S5_roll10_mean,0.0,0.0,other
S5_roll6_max,0.0,0.0,other
S5_roll6_std,0.0,0.0,other
S5_roll6_mean,0.0,0.0,other
S5_roll3_max,0.0,0.0,other
S5_roll3_std,0.0,0.0,other
S5_roll3_mean,0.0,0.0,other
M8_roll60_max,0.0,0.0,other
S7_roll20_std,0.0,0.0,other
S7_roll20_max,0.0,0.0,other
S7_roll60_mean,0.0,0.0,other
P7_roll20_max,0.0,0.0,other
S6_roll10_max,0.0,0.0,other
S6_roll10_std,0.0,0.0,other
S6_roll10_mean,0.0,0.0,other
S6_roll6_max,0.0,0.0,other
S6_roll6_std,0.0,0.0,other
S6_roll6_mean,0.0,0.0,other
S6_roll3_max,0.0,0.0,other
S6_roll3_std,0.0,0.0,other
S6_roll3_mean,0.0,0.0,other
P7_roll60_max,0.0,0.0,other
P7_roll60_std,0.0,0.0,other
P7_roll60_mean,0.0,0.0,other
P7_roll20_std,0.0,0.0,other
S6_roll20_std,0.0,0.0,other
P7_roll20_mean,0.0,0.0,other
P7_roll10_max,0.0,0.0,other
P7_roll10_std,0.0,0.0,other
P7_roll10_mean,0.0,0.0,other
P7_roll6_max,0.0,0.0,other
P7_roll6_std,0.0,0.0,other
P7_roll6_mean,0.0,0.0,other
P7_roll3_max,0.0,0.0,other
P7_roll3_std,0.0,0.0,other
P7_roll3_mean,0.0,0.0,other
V5_roll60_max,0.0,0.0,other
V5_roll60_std,0.0,0.0,other
S6_roll20_mean,0.0,0.0,other
S6_roll20_max,0.0,0.0,other
S7_roll60_std,0.0,0.0,other
M12_roll20_max,0.0,0.0,other
P8_roll10_max,0.0,0.0,other
P8_roll10_std,0.0,0.0,other
P8_roll10_mean,0.0,0.0,other
P8_roll6_max,0.0,0.0,other
P8_roll6_std,0.0,0.0,other
P8_roll6_mean,0.0,0.0,other
P8_roll3_max,0.0,0.0,other
P8_roll3_std,0.0,0.0,other
P8_roll3_mean,0.0,0.0,other
M12_roll60_max,0.0,0.0,other
M12_roll60_std,0.0,0.0,other
M12_roll60_mean,0.0,0.0,other
M12_roll20_std,0.0,0.0,other
S6_roll60_mean,0.0,0.0,other
M12_roll20_mean,0.0,0.0,other
M12_roll10_max,0.0,0.0,other
M12_roll10_std,0.0,0.0,other
M12_roll10_mean,0.0,0.0,other
M12_roll6_max,0.0,0.0,other
M12_roll6_std,0.0,0.0,other
M12_roll6_mean,0.0,0.0,other
M12_roll3_max,0.0,0.0,other
M12_roll3_std,0.0,0.0,other
M12_roll3_mean,0.0,0.0,other
S6_roll60_max,0.0,0.0,other
S6_roll60_std,0.0,0.0,other
V5_roll60_mean,0.0,0.0,other
V5_roll20_max,0.0,0.0,other
V5_roll20_std,0.0,0.0,other
S2_roll60_mean,0.0,0.0,other
V13_roll20_mean,0.0,0.0,other
V13_roll10_max,0.0,0.0,other
V13_roll10_std,0.0,0.0,other
V13_roll10_mean,0.0,0.0,other
V13_roll6_max,0.0,0.0,other
V13_roll6_std,0.0,0.0,other
V13_roll6_mean,0.0,0.0,other
V13_roll3_max,0.0,0.0,other
V13_roll3_std,0.0,0.0,other
V13_roll3_mean,0.0,0.0,other
S2_roll60_max,0.0,0.0,other
S2_roll60_std,0.0,0.0,other
S2_roll20_max,0.0,0.0,other
V5_roll20_mean,0.0,0.0,other
S2_roll20_std,0.0,0.0,other
S2_roll20_mean,0.0,0.0,other
S2_roll10_max,0.0,0.0,other
S2_roll10_std,0.0,0.0,other
S2_roll10_mean,0.0,0.0,other
S2_roll6_max,0.0,0.0,other
S2_roll6_std,0.0,0.0,other
S2_roll6_mean,0.0,0.0,other
S2_roll3_max,0.0,0.0,other
S2_roll3_std,0.0,0.0,other
S2_roll3_mean,0.0,0.0,other
S7_roll60_max,0.0,0.0,other
V13_roll20_std,0.0,0.0,other
V13_roll20_max,0.0,0.0,other
V13_roll60_mean,0.0,0.0,other
V13_roll60_std,0.0,0.0,other
V5_roll10_max,0.0,0.0,other
V5_roll10_std,0.0,0.0,other
V5_roll10_mean,0.0,0.0,other
V5_roll6_max,0.0,0.0,other
V5_roll6_std,0.0,0.0,other
V5_roll6_mean,0.0,0.0,other
V5_roll3_max,0.0,0.0,other
V5_roll3_std,0.0,0.0,other
V5_roll3_mean,0.0,0.0,other
P12_roll60_max,0.0,0.0,other
P12_roll60_std,0.0,0.0,other
P12_roll60_mean,0.0,0.0,other
P12_roll20_max,0.0,0.0,other
P12_roll20_std,0.0,0.0,other
P12_roll20_mean,0.0,0.0,other
P12_roll10_max,0.0,0.0,other
P12_roll10_std,0.0,0.0,other
P12_roll10_mean,0.0,0.0,other
P12_roll6_max,0.0,0.0,other
P12_roll6_std,0.0,0.0,other
P12_roll6_mean,0.0,0.0,other
P12_roll3_max,0.0,0.0,other
P12_roll3_std,0.0,0.0,other
P12_roll3_mean,0.0,0.0,other
V13_roll60_max,0.0,0.0,other
lagged_market_forward_excess_returns_zscore30,0.0,0.0,other
