feature,gain,split,category
D3_x_P3,0.0,0.0,interaction
D3_div_D6,0.0,0.0,other
D3_x_D6,0.0,0.0,interaction
D3_div_V7,0.0,0.0,other
D3_x_V7,0.0,0.0,interaction
D3_div_P11,0.0,0.0,other
D3_x_P11,0.0,0.0,interaction
D3_x_D9,0.0,0.0,interaction
D3_div_V3,0.0,0.0,other
D3_div_D8,0.0,0.0,other
D3_x_D8,0.0,0.0,interaction
D3_div_D7,0.0,0.0,other
D3_x_D7,0.0,0.0,interaction
D3_div_D5,0.0,0.0,other
D3_x_D5,0.0,0.0,interaction
D3_div_D4,0.0,0.0,other
D3_x_D4,0.0,0.0,interaction
D2_div_S2,0.0,0.0,other
D2_x_S2,0.0,0.0,interaction
D2_div_S7,0.0,0.0,other
D2_x_S7,0.0,0.0,interaction
D3_x_V3,0.0,0.0,interaction
D3_x_M11,0.0,0.0,interaction
D2_x_M4,0.0,0.0,interaction
D4_div_D8,0.0,0.0,other
D4_div_M8,0.0,0.0,other
D4_x_M8,0.0,0.0,interaction
D4_div_P3,0.0,0.0,other
D4_x_P3,0.0,0.0,interaction
D4_div_D6,0.0,0.0,other
D4_x_D6,0.0,0.0,interaction
D4_div_V7,0.0,0.0,other
D4_x_V7,0.0,0.0,interaction
D4_div_P11,0.0,0.0,other
D4_x_P11,0.0,0.0,interaction
D4_div_D9,0.0,0.0,other
D4_x_D9,0.0,0.0,interaction
D4_x_D8,0.0,0.0,interaction
D3_div_M11,0.0,0.0,other
D4_div_D7,0.0,0.0,other
D4_x_D7,0.0,0.0,interaction
D4_div_D5,0.0,0.0,other
D4_x_D5,0.0,0.0,interaction
D3_div_S2,0.0,0.0,other
D3_x_S2,0.0,0.0,interaction
D3_div_S7,0.0,0.0,other
D3_x_S7,0.0,0.0,interaction
D3_div_M4,0.0,0.0,other
D3_x_M4,0.0,0.0,interaction
D3_div_M7,0.0,0.0,other
D3_x_M7,0.0,0.0,interaction
D2_div_M4,0.0,0.0,other
D2_div_M7,0.0,0.0,other
D9_div_S7,0.0,0.0,other
D1_div_M8,0.0,0.0,other
D1_div_S7,0.0,0.0,other
D1_x_S7,0.0,0.0,interaction
D1_div_M4,0.0,0.0,other
D1_x_M4,0.0,0.0,interaction
D1_div_M7,0.0,0.0,other
D1_x_M7,0.0,0.0,interaction
D1_div_M11,0.0,0.0,other
D1_x_M11,0.0,0.0,interaction
D1_div_V3,0.0,0.0,other
D1_x_V3,0.0,0.0,interaction
D1_div_S5,0.0,0.0,other
D1_x_S5,0.0,0.0,interaction
D1_x_M8,0.0,0.0,interaction
D1_div_S2,0.0,0.0,other
D1_div_P3,0.0,0.0,other
D1_x_P3,0.0,0.0,interaction
D1_div_D6,0.0,0.0,other
D1_x_D6,0.0,0.0,interaction
D1_div_V7,0.0,0.0,other
D1_x_V7,0.0,0.0,interaction
D1_div_P11,0.0,0.0,other
D1_x_P11,0.0,0.0,interaction
D1_div_D9,0.0,0.0,other
D1_x_D9,0.0,0.0,interaction
D1_div_D8,0.0,0.0,other
D1_x_D8,0.0,0.0,interaction
D1_x_S2,0.0,0.0,interaction
D2_x_D3,0.0,0.0,interaction
D2_x_M7,0.0,0.0,interaction
D2_div_V7,0.0,0.0,other
D2_div_M11,0.0,0.0,other
D2_x_M11,0.0,0.0,interaction
D2_div_V3,0.0,0.0,other
D2_x_V3,0.0,0.0,interaction
D2_div_S5,0.0,0.0,other
D2_x_S5,0.0,0.0,interaction
D2_div_M8,0.0,0.0,other
D2_x_M8,0.0,0.0,interaction
D2_div_P3,0.0,0.0,other
D2_x_P3,0.0,0.0,interaction
D2_div_D6,0.0,0.0,other
D2_x_D6,0.0,0.0,interaction
D2_x_V7,0.0,0.0,interaction
D2_div_D3,0.0,0.0,other
D2_div_P11,0.0,0.0,other
D2_x_P11,0.0,0.0,interaction
D2_div_D9,0.0,0.0,other
D2_x_D9,0.0,0.0,interaction
D2_div_D8,0.0,0.0,other
D2_x_D8,0.0,0.0,interaction
D2_div_D7,0.0,0.0,other
D2_x_D7,0.0,0.0,interaction
D2_div_D5,0.0,0.0,other
D2_x_D5,0.0,0.0,interaction
D2_div_D4,0.0,0.0,other
D2_x_D4,0.0,0.0,interaction
D4_x_S5,0.0,0.0,interaction
D4_div_S5,0.0,0.0,other
D4_x_V3,0.0,0.0,interaction
D8_x_V7,0.0,0.0,interaction
D8_x_M11,0.0,0.0,interaction
D8_div_V3,0.0,0.0,other
D8_x_V3,0.0,0.0,interaction
D8_div_S5,0.0,0.0,other
D8_x_S5,0.0,0.0,interaction
D8_div_M8,0.0,0.0,other
D8_x_M8,0.0,0.0,interaction
D8_div_P3,0.0,0.0,other
D8_x_P3,0.0,0.0,interaction
D8_div_D6,0.0,0.0,other
D8_x_D6,0.0,0.0,interaction
D8_div_V7,0.0,0.0,other
D8_div_P11,0.0,0.0,other
D8_x_M7,0.0,0.0,interaction
D8_x_P11,0.0,0.0,interaction
D8_div_D9,0.0,0.0,other
D8_x_D9,0.0,0.0,interaction
D7_div_S2,0.0,0.0,other
D7_x_S2,0.0,0.0,interaction
D7_div_S7,0.0,0.0,other
D7_x_S7,0.0,0.0,interaction
D7_div_M4,0.0,0.0,other
D7_x_M4,0.0,0.0,interaction
D7_div_M7,0.0,0.0,other
D7_x_M7,0.0,0.0,interaction
D7_div_M11,0.0,0.0,other
D8_div_M11,0.0,0.0,other
D8_div_M7,0.0,0.0,other
D4_div_V3,0.0,0.0,other
D9_x_M8,0.0,0.0,interaction
D9_x_S7,0.0,0.0,interaction
D9_div_M4,0.0,0.0,other
D9_x_M4,0.0,0.0,interaction
D9_div_M7,0.0,0.0,other
D9_x_M7,0.0,0.0,interaction
D9_div_M11,0.0,0.0,other
D9_x_M11,0.0,0.0,interaction
D9_div_V3,0.0,0.0,other
D9_x_V3,0.0,0.0,interaction
D9_div_S5,0.0,0.0,other
D9_x_S5,0.0,0.0,interaction
D9_div_M8,0.0,0.0,other
D9_div_P3,0.0,0.0,other
D8_x_M4,0.0,0.0,interaction
D9_x_P3,0.0,0.0,interaction
D9_div_D6,0.0,0.0,other
D9_x_D6,0.0,0.0,interaction
D9_div_V7,0.0,0.0,other
D9_x_V7,0.0,0.0,interaction
D9_div_P11,0.0,0.0,other
D9_x_P11,0.0,0.0,interaction
D8_div_S2,0.0,0.0,other
D8_x_S2,0.0,0.0,interaction
D8_div_S7,0.0,0.0,other
D8_x_S7,0.0,0.0,interaction
D8_div_M4,0.0,0.0,other
D7_x_M11,0.0,0.0,interaction
D7_div_V3,0.0,0.0,other
D7_x_V3,0.0,0.0,interaction
D5_div_D8,0.0,0.0,other
D5_div_M8,0.0,0.0,other
D5_x_M8,0.0,0.0,interaction
D5_div_P3,0.0,0.0,other
D5_x_P3,0.0,0.0,interaction
D5_div_D6,0.0,0.0,other
D5_x_D6,0.0,0.0,interaction
D5_div_V7,0.0,0.0,other
D5_x_V7,0.0,0.0,interaction
D5_div_P11,0.0,0.0,other
D5_x_P11,0.0,0.0,interaction
D5_div_D9,0.0,0.0,other
D5_x_D9,0.0,0.0,interaction
D5_x_D8,0.0,0.0,interaction
D7_div_S5,0.0,0.0,other
D5_div_D7,0.0,0.0,other
D5_x_D7,0.0,0.0,interaction
D4_div_S2,0.0,0.0,other
D4_x_S2,0.0,0.0,interaction
D4_div_S7,0.0,0.0,other
D4_x_S7,0.0,0.0,interaction
D4_div_M4,0.0,0.0,other
D4_x_M4,0.0,0.0,interaction
D4_div_M7,0.0,0.0,other
D4_x_M7,0.0,0.0,interaction
D4_div_M11,0.0,0.0,other
D4_x_M11,0.0,0.0,interaction
D5_x_S5,0.0,0.0,interaction
D5_div_S5,0.0,0.0,other
D5_x_V3,0.0,0.0,interaction
D5_div_V3,0.0,0.0,other
D7_x_S5,0.0,0.0,interaction
D7_div_M8,0.0,0.0,other
D7_x_M8,0.0,0.0,interaction
D7_div_P3,0.0,0.0,other
D7_x_P3,0.0,0.0,interaction
D7_div_D6,0.0,0.0,other
D7_x_D6,0.0,0.0,interaction
D7_div_V7,0.0,0.0,other
D7_x_V7,0.0,0.0,interaction
D7_div_P11,0.0,0.0,other
D7_x_P11,0.0,0.0,interaction
D7_div_D9,0.0,0.0,other
D7_x_D9,0.0,0.0,interaction
D7_div_D8,0.0,0.0,other
D7_x_D8,0.0,0.0,interaction
D5_div_S2,0.0,0.0,other
D5_x_S2,0.0,0.0,interaction
D5_div_S7,0.0,0.0,other
D5_x_S7,0.0,0.0,interaction
D5_div_M4,0.0,0.0,other
D5_x_M4,0.0,0.0,interaction
D5_div_M7,0.0,0.0,other
D5_x_M7,0.0,0.0,interaction
D5_div_M11,0.0,0.0,other
D5_x_M11,0.0,0.0,interaction
M13_roll60_mean,0.0,0.0,other
M13_roll20_std,0.0,0.0,other
D1_lag_3,0.0,0.0,lag_derived
lagged_market_forward_excess_returns_lag_7,0.0,0.0,lag_derived
D1_roll20_mean,0.0,0.0,other
D1_roll10_max,0.0,0.0,other
D1_roll10_std,0.0,0.0,other
D1_roll10_mean,0.0,0.0,other
D1_roll6_max,0.0,0.0,other
D1_roll6_std,0.0,0.0,other
D1_roll6_mean,0.0,0.0,other
D1_roll3_max,0.0,0.0,other
D1_roll3_std,0.0,0.0,other
D1_roll3_mean,0.0,0.0,other
lagged_market_forward_excess_returns_lag_20,0.0,0.0,lag_derived
lagged_market_forward_excess_returns_lag_14,0.0,0.0,lag_derived
lagged_market_forward_excess_returns_lag_5,0.0,0.0,lag_derived
D1_roll20_max,0.0,0.0,other
lagged_market_forward_excess_returns_lag_3,0.0,0.0,lag_derived
lagged_market_forward_excess_returns_lag_1,0.0,0.0,lag_derived
lagged_risk_free_rate_lag_20,0.0,0.0,lag_derived
lagged_risk_free_rate_lag_14,0.0,0.0,lag_derived
lagged_risk_free_rate_lag_7,0.0,0.0,lag_derived
lagged_risk_free_rate_lag_5,0.0,0.0,lag_derived
lagged_risk_free_rate_lag_3,0.0,0.0,lag_derived
lagged_risk_free_rate_lag_1,0.0,0.0,lag_derived
lagged_forward_returns_lag_20,0.0,0.0,lag_derived
lagged_forward_returns_lag_14,0.0,0.0,lag_derived
lagged_forward_returns_lag_7,0.0,0.0,lag_derived
lagged_forward_returns_lag_5,0.0,0.0,lag_derived
D1_roll20_std,0.0,0.0,other
D1_roll60_mean,0.0,0.0,other
lagged_forward_returns_lag_1,0.0,0.0,lag_derived
D2_roll60_mean,0.0,0.0,other
D3_roll20_mean,0.0,0.0,other
D3_roll10_max,0.0,0.0,other
D3_roll10_std,0.0,0.0,other
D3_roll10_mean,0.0,0.0,other
D3_roll6_max,0.0,0.0,other
D3_roll6_std,0.0,0.0,other
D3_roll6_mean,0.0,0.0,other
D3_roll3_max,0.0,0.0,other
D3_roll3_std,0.0,0.0,other
D3_roll3_mean,0.0,0.0,other
D2_roll60_max,0.0,0.0,other
D2_roll60_std,0.0,0.0,other
D2_roll20_max,0.0,0.0,other
D1_roll60_std,0.0,0.0,other
D2_roll20_std,0.0,0.0,other
D2_roll20_mean,0.0,0.0,other
D2_roll10_max,0.0,0.0,other
D2_roll10_std,0.0,0.0,other
D2_roll10_mean,0.0,0.0,other
D2_roll6_max,0.0,0.0,other
D2_roll6_std,0.0,0.0,other
D2_roll6_mean,0.0,0.0,other
D2_roll3_max,0.0,0.0,other
D2_roll3_std,0.0,0.0,other
D2_roll3_mean,0.0,0.0,other
D1_roll60_max,0.0,0.0,other
lagged_forward_returns_lag_3,0.0,0.0,lag_derived
E6_lag_20,0.0,0.0,lag_derived
D3_roll20_max,0.0,0.0,other
M13_lag_7,0.0,0.0,lag_derived
E8_lag_7,0.0,0.0,lag_derived
E8_lag_5,0.0,0.0,lag_derived
E8_lag_3,0.0,0.0,lag_derived
E8_lag_1,0.0,0.0,lag_derived
I9_lag_20,0.0,0.0,lag_derived
I9_lag_14,0.0,0.0,lag_derived
I9_lag_7,0.0,0.0,lag_derived
I9_lag_5,0.0,0.0,lag_derived
I9_lag_3,0.0,0.0,lag_derived
I9_lag_1,0.0,0.0,lag_derived
M13_lag_20,0.0,0.0,lag_derived
M13_lag_14,0.0,0.0,lag_derived
M13_lag_5,0.0,0.0,lag_derived
E8_lag_20,0.0,0.0,lag_derived
M13_lag_3,0.0,0.0,lag_derived
M13_lag_1,0.0,0.0,lag_derived
E10_lag_20,0.0,0.0,lag_derived
E10_lag_14,0.0,0.0,lag_derived
E10_lag_7,0.0,0.0,lag_derived
E10_lag_5,0.0,0.0,lag_derived
E10_lag_3,0.0,0.0,lag_derived
E20_lag_20,0.0,0.0,lag_derived
E20_lag_14,0.0,0.0,lag_derived
E20_lag_7,0.0,0.0,lag_derived
E20_lag_5,0.0,0.0,lag_derived
E20_lag_3,0.0,0.0,lag_derived
E8_lag_14,0.0,0.0,lag_derived
S11_lag_1,0.0,0.0,lag_derived
E6_lag_14,0.0,0.0,lag_derived
M18_lag_7,0.0,0.0,lag_derived
E6_lag_7,0.0,0.0,lag_derived
E6_lag_5,0.0,0.0,lag_derived
E6_lag_3,0.0,0.0,lag_derived
E6_lag_1,0.0,0.0,lag_derived
I2_lag_20,0.0,0.0,lag_derived
I2_lag_14,0.0,0.0,lag_derived
I2_lag_7,0.0,0.0,lag_derived
I2_lag_5,0.0,0.0,lag_derived
I2_lag_3,0.0,0.0,lag_derived
I2_lag_1,0.0,0.0,lag_derived
M18_lag_20,0.0,0.0,lag_derived
M18_lag_14,0.0,0.0,lag_derived
M18_lag_5,0.0,0.0,lag_derived
S11_lag_3,0.0,0.0,lag_derived
M18_lag_3,0.0,0.0,lag_derived
M18_lag_1,0.0,0.0,lag_derived
M1_lag_20,0.0,0.0,lag_derived
M1_lag_14,0.0,0.0,lag_derived
M1_lag_7,0.0,0.0,lag_derived
M1_lag_5,0.0,0.0,lag_derived
M1_lag_3,0.0,0.0,lag_derived
M1_lag_1,0.0,0.0,lag_derived
S11_lag_20,0.0,0.0,lag_derived
S11_lag_14,0.0,0.0,lag_derived
S11_lag_7,0.0,0.0,lag_derived
S11_lag_5,0.0,0.0,lag_derived
D3_roll20_std,0.0,0.0,other
D3_roll60_mean,0.0,0.0,other
D6_roll20_max,0.0,0.0,other
D9_roll60_mean,0.0,0.0,other
P11_roll20_mean,0.0,0.0,other
P11_roll10_max,0.0,0.0,other
P11_roll10_std,0.0,0.0,other
P11_roll10_mean,0.0,0.0,other
P11_roll6_max,0.0,0.0,other
P11_roll6_std,0.0,0.0,other
P11_roll6_mean,0.0,0.0,other
P11_roll3_max,0.0,0.0,other
P11_roll3_std,0.0,0.0,other
P11_roll3_mean,0.0,0.0,other
D9_roll60_max,0.0,0.0,other
D9_roll60_std,0.0,0.0,other
D9_roll20_max,0.0,0.0,other
P11_roll20_max,0.0,0.0,other
D9_roll20_std,0.0,0.0,other
D9_roll20_mean,0.0,0.0,other
D9_roll10_max,0.0,0.0,other
D9_roll10_std,0.0,0.0,other
D9_roll10_mean,0.0,0.0,other
D9_roll6_max,0.0,0.0,other
D9_roll6_std,0.0,0.0,other
D9_roll6_mean,0.0,0.0,other
D9_roll3_max,0.0,0.0,other
D9_roll3_std,0.0,0.0,other
D9_roll3_mean,0.0,0.0,other
D8_roll60_max,0.0,0.0,other
P11_roll20_std,0.0,0.0,other
P11_roll60_mean,0.0,0.0,other
D8_roll60_mean,0.0,0.0,other
V7_roll60_mean,0.0,0.0,other
D6_roll20_mean,0.0,0.0,other
D6_roll10_max,0.0,0.0,other
D6_roll10_std,0.0,0.0,other
D6_roll10_mean,0.0,0.0,other
D6_roll6_max,0.0,0.0,other
D6_roll6_std,0.0,0.0,other
D6_roll6_mean,0.0,0.0,other
D6_roll3_max,0.0,0.0,other
D6_roll3_std,0.0,0.0,other
D6_roll3_mean,0.0,0.0,other
V7_roll60_max,0.0,0.0,other
V7_roll60_std,0.0,0.0,other
V7_roll20_max,0.0,0.0,other
P11_roll60_std,0.0,0.0,other
V7_roll20_std,0.0,0.0,other
V7_roll20_mean,0.0,0.0,other
V7_roll10_max,0.0,0.0,other
V7_roll10_std,0.0,0.0,other
V7_roll10_mean,0.0,0.0,other
V7_roll6_max,0.0,0.0,other
V7_roll6_std,0.0,0.0,other
V7_roll6_mean,0.0,0.0,other
V7_roll3_max,0.0,0.0,other
V7_roll3_std,0.0,0.0,other
V7_roll3_mean,0.0,0.0,other
P11_roll60_max,0.0,0.0,other
D8_roll60_std,0.0,0.0,other
D8_roll20_max,0.0,0.0,other
D3_roll60_std,0.0,0.0,other
D4_roll60_mean,0.0,0.0,other
D5_roll20_mean,0.0,0.0,other
D5_roll10_max,0.0,0.0,other
D5_roll10_std,0.0,0.0,other
D5_roll10_mean,0.0,0.0,other
D5_roll6_max,0.0,0.0,other
D5_roll6_std,0.0,0.0,other
D5_roll6_mean,0.0,0.0,other
D5_roll3_max,0.0,0.0,other
D5_roll3_std,0.0,0.0,other
D5_roll3_mean,0.0,0.0,other
D4_roll60_max,0.0,0.0,other
D4_roll60_std,0.0,0.0,other
D4_roll20_max,0.0,0.0,other
D5_roll20_max,0.0,0.0,other
D4_roll20_std,0.0,0.0,other
D4_roll20_mean,0.0,0.0,other
D4_roll10_max,0.0,0.0,other
D4_roll10_std,0.0,0.0,other
D4_roll10_mean,0.0,0.0,other
D4_roll6_max,0.0,0.0,other
D4_roll6_std,0.0,0.0,other
D4_roll6_mean,0.0,0.0,other
D4_roll3_max,0.0,0.0,other
D4_roll3_std,0.0,0.0,other
D4_roll3_mean,0.0,0.0,other
D3_roll60_max,0.0,0.0,other
D5_roll20_std,0.0,0.0,other
D5_roll60_mean,0.0,0.0,other
D8_roll20_std,0.0,0.0,other
D7_roll60_mean,0.0,0.0,other
D8_roll20_mean,0.0,0.0,other
D8_roll10_max,0.0,0.0,other
D8_roll10_std,0.0,0.0,other
D8_roll10_mean,0.0,0.0,other
D8_roll6_max,0.0,0.0,other
D8_roll6_std,0.0,0.0,other
D8_roll6_mean,0.0,0.0,other
D8_roll3_max,0.0,0.0,other
D8_roll3_std,0.0,0.0,other
D8_roll3_mean,0.0,0.0,other
D7_roll60_max,0.0,0.0,other
D7_roll60_std,0.0,0.0,other
D7_roll20_max,0.0,0.0,other
D5_roll60_std,0.0,0.0,other
D7_roll20_std,0.0,0.0,other
D7_roll20_mean,0.0,0.0,other
D7_roll10_max,0.0,0.0,other
D7_roll10_std,0.0,0.0,other
D7_roll10_mean,0.0,0.0,other
D7_roll6_max,0.0,0.0,other
D7_roll6_std,0.0,0.0,other
D7_roll6_mean,0.0,0.0,other
D7_roll3_max,0.0,0.0,other
D7_roll3_std,0.0,0.0,other
D7_roll3_mean,0.0,0.0,other
D5_roll60_max,0.0,0.0,other
E20_lag_1,0.0,0.0,lag_derived
E4_lag_20,0.0,0.0,lag_derived
E4_lag_14,0.0,0.0,lag_derived
M8_lag_7,0.0,0.0,lag_derived
V3_lag_7,0.0,0.0,lag_derived
V3_lag_5,0.0,0.0,lag_derived
V3_lag_3,0.0,0.0,lag_derived
V3_lag_1,0.0,0.0,lag_derived
S5_lag_20,0.0,0.0,lag_derived
S5_lag_14,0.0,0.0,lag_derived
S5_lag_7,0.0,0.0,lag_derived
S5_lag_5,0.0,0.0,lag_derived
S5_lag_3,0.0,0.0,lag_derived
S5_lag_1,0.0,0.0,lag_derived
M8_lag_20,0.0,0.0,lag_derived
M8_lag_14,0.0,0.0,lag_derived
M8_lag_5,0.0,0.0,lag_derived
V3_lag_20,0.0,0.0,lag_derived
M8_lag_3,0.0,0.0,lag_derived
M8_lag_1,0.0,0.0,lag_derived
P3_lag_20,0.0,0.0,lag_derived
P3_lag_14,0.0,0.0,lag_derived
P3_lag_7,0.0,0.0,lag_derived
P3_lag_5,0.0,0.0,lag_derived
P3_lag_3,0.0,0.0,lag_derived
P3_lag_1,0.0,0.0,lag_derived
D6_lag_20,0.0,0.0,lag_derived
D6_lag_14,0.0,0.0,lag_derived
D6_lag_7,0.0,0.0,lag_derived
D6_lag_5,0.0,0.0,lag_derived
V3_lag_14,0.0,0.0,lag_derived
M11_lag_1,0.0,0.0,lag_derived
D6_lag_1,0.0,0.0,lag_derived
M4_lag_7,0.0,0.0,lag_derived
S2_lag_7,0.0,0.0,lag_derived
S2_lag_5,0.0,0.0,lag_derived
S2_lag_3,0.0,0.0,lag_derived
S2_lag_1,0.0,0.0,lag_derived
S7_lag_20,0.0,0.0,lag_derived
S7_lag_14,0.0,0.0,lag_derived
S7_lag_7,0.0,0.0,lag_derived
S7_lag_5,0.0,0.0,lag_derived
S7_lag_3,0.0,0.0,lag_derived
S7_lag_1,0.0,0.0,lag_derived
M4_lag_20,0.0,0.0,lag_derived
M4_lag_14,0.0,0.0,lag_derived
M4_lag_5,0.0,0.0,lag_derived
M11_lag_3,0.0,0.0,lag_derived
M4_lag_3,0.0,0.0,lag_derived
M4_lag_1,0.0,0.0,lag_derived
M7_lag_20,0.0,0.0,lag_derived
M7_lag_14,0.0,0.0,lag_derived
M7_lag_7,0.0,0.0,lag_derived
M7_lag_5,0.0,0.0,lag_derived
M7_lag_3,0.0,0.0,lag_derived
M7_lag_1,0.0,0.0,lag_derived
M11_lag_20,0.0,0.0,lag_derived
M11_lag_14,0.0,0.0,lag_derived
M11_lag_7,0.0,0.0,lag_derived
M11_lag_5,0.0,0.0,lag_derived
D6_lag_3,0.0,0.0,lag_derived
V7_lag_20,0.0,0.0,lag_derived
E4_lag_7,0.0,0.0,lag_derived
D3_lag_7,0.0,0.0,lag_derived
D5_lag_7,0.0,0.0,lag_derived
D5_lag_5,0.0,0.0,lag_derived
D5_lag_3,0.0,0.0,lag_derived
D5_lag_1,0.0,0.0,lag_derived
D4_lag_20,0.0,0.0,lag_derived
D4_lag_14,0.0,0.0,lag_derived
D4_lag_7,0.0,0.0,lag_derived
D4_lag_5,0.0,0.0,lag_derived
D4_lag_3,0.0,0.0,lag_derived
D4_lag_1,0.0,0.0,lag_derived
D3_lag_20,0.0,0.0,lag_derived
D3_lag_14,0.0,0.0,lag_derived
D3_lag_5,0.0,0.0,lag_derived
D5_lag_20,0.0,0.0,lag_derived
D3_lag_3,0.0,0.0,lag_derived
D3_lag_1,0.0,0.0,lag_derived
D2_lag_20,0.0,0.0,lag_derived
D2_lag_14,0.0,0.0,lag_derived
D2_lag_7,0.0,0.0,lag_derived
D2_lag_5,0.0,0.0,lag_derived
D2_lag_3,0.0,0.0,lag_derived
D2_lag_1,0.0,0.0,lag_derived
D1_lag_20,0.0,0.0,lag_derived
D1_lag_14,0.0,0.0,lag_derived
D1_lag_7,0.0,0.0,lag_derived
D1_lag_5,0.0,0.0,lag_derived
D5_lag_14,0.0,0.0,lag_derived
D7_lag_1,0.0,0.0,lag_derived
V7_lag_14,0.0,0.0,lag_derived
D9_lag_7,0.0,0.0,lag_derived
V7_lag_7,0.0,0.0,lag_derived
V7_lag_5,0.0,0.0,lag_derived
V7_lag_3,0.0,0.0,lag_derived
V7_lag_1,0.0,0.0,lag_derived
P11_lag_20,0.0,0.0,lag_derived
P11_lag_14,0.0,0.0,lag_derived
P11_lag_7,0.0,0.0,lag_derived
P11_lag_5,0.0,0.0,lag_derived
P11_lag_3,0.0,0.0,lag_derived
P11_lag_1,0.0,0.0,lag_derived
D9_lag_20,0.0,0.0,lag_derived
D9_lag_14,0.0,0.0,lag_derived
D9_lag_5,0.0,0.0,lag_derived
D7_lag_3,0.0,0.0,lag_derived
D9_lag_3,0.0,0.0,lag_derived
D9_lag_1,0.0,0.0,lag_derived
D8_lag_20,0.0,0.0,lag_derived
D8_lag_14,0.0,0.0,lag_derived
D8_lag_7,0.0,0.0,lag_derived
D8_lag_5,0.0,0.0,lag_derived
D8_lag_3,0.0,0.0,lag_derived
D8_lag_1,0.0,0.0,lag_derived
D7_lag_20,0.0,0.0,lag_derived
D7_lag_14,0.0,0.0,lag_derived
D7_lag_7,0.0,0.0,lag_derived
D7_lag_5,0.0,0.0,lag_derived
S2_lag_14,0.0,0.0,lag_derived
S2_lag_20,0.0,0.0,lag_derived
V13_lag_1,0.0,0.0,lag_derived
P1_lag_5,0.0,0.0,lag_derived
V6_lag_5,0.0,0.0,lag_derived
V6_lag_3,0.0,0.0,lag_derived
V6_lag_1,0.0,0.0,lag_derived
S12_lag_20,0.0,0.0,lag_derived
S12_lag_14,0.0,0.0,lag_derived
S12_lag_7,0.0,0.0,lag_derived
S12_lag_5,0.0,0.0,lag_derived
S12_lag_3,0.0,0.0,lag_derived
S12_lag_1,0.0,0.0,lag_derived
P1_lag_20,0.0,0.0,lag_derived
P1_lag_14,0.0,0.0,lag_derived
P1_lag_7,0.0,0.0,lag_derived
P1_lag_3,0.0,0.0,lag_derived
V6_lag_14,0.0,0.0,lag_derived
P1_lag_1,0.0,0.0,lag_derived
P4_lag_20,0.0,0.0,lag_derived
P4_lag_14,0.0,0.0,lag_derived
P4_lag_7,0.0,0.0,lag_derived
P4_lag_5,0.0,0.0,lag_derived
P4_lag_3,0.0,0.0,lag_derived
P4_lag_1,0.0,0.0,lag_derived
E16_lag_20,0.0,0.0,lag_derived
E16_lag_14,0.0,0.0,lag_derived
E16_lag_7,0.0,0.0,lag_derived
E16_lag_5,0.0,0.0,lag_derived
E16_lag_3,0.0,0.0,lag_derived
V6_lag_7,0.0,0.0,lag_derived
V6_lag_20,0.0,0.0,lag_derived
V13_lag_3,0.0,0.0,lag_derived
V2_lag_5,0.0,0.0,lag_derived
E4_lag_5,0.0,0.0,lag_derived
E4_lag_3,0.0,0.0,lag_derived
E4_lag_1,0.0,0.0,lag_derived
M15_lag_20,0.0,0.0,lag_derived
M15_lag_14,0.0,0.0,lag_derived
M15_lag_7,0.0,0.0,lag_derived
M15_lag_5,0.0,0.0,lag_derived
M15_lag_3,0.0,0.0,lag_derived
M15_lag_1,0.0,0.0,lag_derived
V2_lag_20,0.0,0.0,lag_derived
V2_lag_14,0.0,0.0,lag_derived
V2_lag_7,0.0,0.0,lag_derived
V2_lag_3,0.0,0.0,lag_derived
M17_lag_1,0.0,0.0,lag_derived
V2_lag_1,0.0,0.0,lag_derived
S8_lag_20,0.0,0.0,lag_derived
S8_lag_14,0.0,0.0,lag_derived
S8_lag_7,0.0,0.0,lag_derived
S8_lag_5,0.0,0.0,lag_derived
S8_lag_3,0.0,0.0,lag_derived
S8_lag_1,0.0,0.0,lag_derived
M17_lag_20,0.0,0.0,lag_derived
M17_lag_14,0.0,0.0,lag_derived
M17_lag_7,0.0,0.0,lag_derived
M17_lag_5,0.0,0.0,lag_derived
M17_lag_3,0.0,0.0,lag_derived
E16_lag_1,0.0,0.0,lag_derived
M9_lag_20,0.0,0.0,lag_derived
M9_lag_14,0.0,0.0,lag_derived
V5_lag_7,0.0,0.0,lag_derived
S6_lag_7,0.0,0.0,lag_derived
S6_lag_5,0.0,0.0,lag_derived
S6_lag_3,0.0,0.0,lag_derived
S6_lag_1,0.0,0.0,lag_derived
P7_lag_20,0.0,0.0,lag_derived
P7_lag_14,0.0,0.0,lag_derived
P7_lag_7,0.0,0.0,lag_derived
P7_lag_5,0.0,0.0,lag_derived
P7_lag_3,0.0,0.0,lag_derived
P7_lag_1,0.0,0.0,lag_derived
V5_lag_20,0.0,0.0,lag_derived
V5_lag_14,0.0,0.0,lag_derived
V5_lag_5,0.0,0.0,lag_derived
M9_lag_7,0.0,0.0,lag_derived
V5_lag_3,0.0,0.0,lag_derived
V5_lag_1,0.0,0.0,lag_derived
P12_lag_20,0.0,0.0,lag_derived
P12_lag_14,0.0,0.0,lag_derived
P12_lag_7,0.0,0.0,lag_derived
P12_lag_5,0.0,0.0,lag_derived
P12_lag_3,0.0,0.0,lag_derived
P12_lag_1,0.0,0.0,lag_derived
V13_lag_20,0.0,0.0,lag_derived
V13_lag_14,0.0,0.0,lag_derived
V13_lag_7,0.0,0.0,lag_derived
